0	250	0	0	0	0	2	0	0	0
1	250	0	0	0	0	3	0	0	0
2	250	0	0	0	0	4	0	0	0
3	250	0	0	0	0	5	0	0	0
4	250	0	0	0	0	6	0	0	0
5	250	0	0	0	0	7	0	0	0
6	250	0	0	0	0	8	0	0	0
7	250	0	0	0	0	9	0	0	0
8	250	0	0	0	0	10	0	0	0
9	12	0	0	0	0	11	0	0	0
10	29	0	0	0	2147483647	11	2147483647	2147483647	2147483647
11	106	0	0	0	1	12	35	0	0
12	12	0	0	1000	0	13	0	0	0
13	0	0	0	1000	0	13	0	0	0
14	27	2147483647	2147483647	1000	2147483647	13	2147483647	2147483647	2147483647
15	12	0	-10000	0	0	14	0	0	0
16	0	0	-10000	0	0	14	0	0	0
17	27	0	-10000	0	2147483647	14	2147483647	2147483647	2147483647
18	106	0	0	0	1	15	35	0	0
19	12	0	0	1000	0	16	0	0	0
20	0	0	0	1000	0	16	0	0	0
21	27	2147483647	2147483647	1000	2147483647	16	2147483647	2147483647	2147483647
22	12	-10000	0	0	0	17	0	0	0
23	0	-10000	0	0	0	17	0	0	0
24	27	-10000	0	0	2147483647	17	2147483647	2147483647	2147483647
25	106	0	0	0	1	18	35	0	0
26	12	0	0	1000	0	19	0	0	0
27	0	0	0	1000	0	19	0	0	0
28	27	2147483647	2147483647	1000	2147483647	19	2147483647	2147483647	2147483647
29	12	-10000	-10000	0	0	20	0	0	0
30	0	-10000	-10000	0	0	20	0	0	0
31	27	-10000	-10000	0	2147483647	20	2147483647	2147483647	2147483647
32	106	0	0	0	1	21	35	0	0
33	108	0	0	0	0	22	0	0	0
34	255	0	0	0	1	23	0	0	0
35	250	0	0	0	0	24	0	0	0
36	27	0	0	-830	0	25	0	0	0
37	1	2147483647	2147483647	-830	2147483647	25	2147483647	2147483647	2147483647
38	250	0	0	0	0	26	0	0	0
39	27	0	0	-870	0	27	0	0	0
40	1	2147483647	2147483647	-870	2147483647	27	2147483647	2147483647	2147483647
41	250	0	0	0	0	28	0	0	0
42	27	0	0	-890	0	29	0	0	0
43	1	2147483647	2147483647	-890	2147483647	29	2147483647	2147483647	2147483647
44	250	0	0	0	0	30	0	0	0
45	27	0	0	-930	0	31	0	0	0
46	1	2147483647	2147483647	-930	2147483647	31	2147483647	2147483647	2147483647
47	250	0	0	0	0	32	0	0	0
48	27	0	0	-940	0	33	0	0	0
49	1	2147483647	2147483647	-940	2147483647	33	2147483647	2147483647	2147483647
50	250	0	0	0	0	34	0	0	0
51	27	0	0	-955	0	35	0	0	0
52	1	2147483647	2147483647	-955	2147483647	35	2147483647	2147483647	2147483647
53	250	0	0	0	0	36	0	0	0
54	27	0	0	-960	0	37	0	0	0
55	1	2147483647	2147483647	-960	2147483647	37	2147483647	2147483647	2147483647
56	250	0	0	0	0	38	0	0	0
57	27	0	0	-965	0	39	0	0	0
58	1	2147483647	2147483647	-965	2147483647	39	2147483647	2147483647	2147483647
59	250	0	0	0	0	40	0	0	0
60	27	0	0	-1000	0	41	0	0	0
61	1	2147483647	2147483647	-1000	2147483647	41	2147483647	2147483647	2147483647
62	107	0	0	0	0	42	0	0	0
